TRUE,M5,M2,M1,M3,M4,Domain
0,0.2333,0.3764,0.09780726,0.083204356,0.190055082,suning
1,0.233,0.1653,0.15813145,0.19211887,0.177562015,ksmobile
0,0.233,0.1088,0.006941676,0.061925006,0.101339173,taobaocdn
0,0.23295,0.1193,0.23189655,0.22369793,0.238677585,images-amazon
0,0.2323,0.1653,0.008747727,0.131448636,0.050853409,feidee
0,0.23185,0.0587,0.006870031,0.081922019,0.085569022,mi
0,0.23165,0.0403,0.14542425,0.16769455,0.180456975,vmall
0,0.2314,0.1088,0.00645569,0.086593414,0.081318983,yhd
1,0.2309,0.253,0.18162352,0.212014112,0.188396464,rakuten
1,0.2308,0.1653,0.13299513,0.163277078,0.168966591,alibaba
0,0.2308,0.1193,0.011546075,0.061047645,0.105972253,etao
0,0.2307,0.1193,0.005755901,0.076333541,0.087789131,suning
0,0.23055,0.0989,0.011678249,0.118046949,0.063224774,jjdszx
0,0.23045,0.0989,0.007303804,0.124582282,0.053232663,njdapaidang
1,0.2303,0.1088,0.3278682,0.29792092,0.29178774,feidee
0,0.2303,0.3516,0.14339864,0.133079184,0.203279048,steampowered
0,0.23015,0.3516,0.16255704,0.152534224,0.210629928,yihaodianimg
0,0.22975,0.731,0.15113816,0.216762896,0.149086712,sqfkyy
0,0.2296,0.1653,0.009558946,0.062335368,0.102001262,airchina
0,0.2293,0.1088,0.009723514,0.035994108,0.12176646,suning
1,0.22925,0.1653,0.14981008,0.151926048,0.195887056,lemall
0,0.22925,0.2566,0.1427863,0.16579178,0.17741041,feidee
0,0.22865,0.3764,0.17694733,0.138768398,0.236603131,ocj
0,0.2286,0.2566,0.01309213,0.122495278,0.060344491,meituan
0,0.22845,0.1193,0.009743065,0.051405839,0.109720146,taobaocdn
0,0.22825,0.1653,0.16890866,0.149345196,0.219186062,tmall
0,0.2282,0.0989,0.005962372,0.135137423,0.04242366,aliimg
0,0.228,0.2566,0.10366273,0.133677638,0.155753911,yihaodianimg
0,0.2278,0.253,0.090807945,0.199524767,0.091465562,yhd
0,0.22775,0.1088,0.008326739,0.123916043,0.053288717,images-amazon
0,0.2277,0.253,0.13231224,0.181227344,0.152858568,ksmobile
0,0.22765,0.1653,0.009117156,0.021030294,0.131302009,yhd
0,0.22725,0.2566,0.1505161,0.12622966,0.21477127,ikea
0,0.22725,0.1653,0.005790144,0.097314086,0.070023101,njdapaidang
0,0.22695,0.2566,0.13934773,0.171488638,0.167803411,360buyimg
0,0.2265,0.0823,0.003896862,0.126938117,0.045177803,alimama
0,0.2261,0.3516,0.13664311,0.133865866,0.192400177,blizzard
0,0.22585,0.3764,0.12667456,0.190804736,0.138082192,steampowered
0,0.2256,0.0989,0.104530185,0.186798111,0.11547113,jd
0,0.22555,0.1193,0.009178937,0.099867362,0.070985256,yhd
0,0.2254,0.253,0.15678856,0.211113136,0.157211992,blizzard
0,0.2254,0.0989,0.008248836,0.092549302,0.075314185,ymvip2004
0,0.2254,0.3516,0.3485495,0.2741697,0.33044465,ymvip1004
0,0.22535,0.3516,0.16827866,0.118047196,0.240195062,vizury
0,0.22535,0.3764,0.006048799,0.032429279,0.117844159,gaopeng
0,0.2249,0.0989,0.09935242,0.205731452,0.094896694,blizzard
1,0.22455,0.731,0.1598599,0.15043594,0.20574193,360buyimg
0,0.22455,0.3516,0.007561356,0.124936814,0.049722949,alimama
1,0.2243,0.0989,0.17883983,0.196143898,0.193137881,feidee
1,0.22425,0.1193,0.18517596,0.249545576,0.160343172,feidee
0,0.2241,0.253,0.006109178,0.143665507,0.033736425,crc03
1,0.22405,0.0171,0.12589473,0.077936838,0.220756311,kindlymall
0,0.224,0.1193,0.1539405,0.1214443,0.22034835,hnssyhbkj
0,0.2238,0.2566,0.008269548,0.078841729,0.084658684,dangdang
0,0.22365,0.1653,0.19301265,0.24152759,0.175008855,vsco
0,0.22355,0.253,0.091677874,0.200886724,0.088894512,amazon
0,0.2235,0.1088,0.014318883,0.08131133,0.089583218,vmall
0,0.22345,0.1088,0.2231802,0.24006812,0.21067614,taobaocdn
1,0.2231,0.1088,0.17064884,0.159629304,0.210384188,images-amazon
1,0.22305,0.3764,0.18504485,0.17166691,0.217881395,12fou
0,0.22265,0.1653,0.15977126,0.190422756,0.174509882,blizzard
0,0.2224,0.0989,0.009603322,0.032961993,0.119762325,tmall
0,0.22225,0.1088,0.007227033,0.04125622,0.110718923,yihaodianimg
0,0.22205,0.1088,0.0863626,0.11841756,0.14373382,viposs
0,0.22135,0.1088,0.006056398,0.064313839,0.091539479,taobaocdn
0,0.22105,0.2566,0.15687224,0.167563344,0.187360568,buyinball
0,0.22105,0.1088,0.011187732,0.071832639,0.091621412,images-amazon
0,0.221,0.0989,0.14577442,0.207064652,0.144942094,mi
0,0.22065,0.1088,0.010547161,0.072848297,0.089883013,ksmobile
0,0.2205,0.2566,0.09204462,0.174266772,0.107451234,powerlongmall
0,0.2203,0.0823,0.007924676,0.105394806,0.062247273,360buyimg
0,0.2203,0.3516,0.09079358,0.088436148,0.170265506,alibaba
0,0.2202,0.2566,0.12205374,0.096912244,0.199797618,alimama
1,0.21995,0.1193,0.010802954,0.125841772,0.050012068,mi
0,0.2199,0.1653,0.20825675,0.23531405,0.194949725,ebaystatic
0,0.21975,0.2566,0.009117156,0.069670294,0.090082009,ikea
0,0.2197,0.1193,0.010026187,0.073895712,0.087928331,suning
0,0.21965,0.1653,0.014042467,0.07750548,0.089809727,tbcdn
0,0.2194,0.1088,0.008754343,0.083812606,0.07884804,suning
0,0.2194,0.253,0.11735162,0.155810972,0.149736134,tbcdn
0,0.2191,0.253,0.010468632,0.069521179,0.091358042,wmapi
1,0.21825,0.3764,0.008080363,0.179088218,0.005926254,blizzard
0,0.2182,0.0823,0.007398754,0.147279252,0.028969128,ksmobile
0,0.21805,0.3516,0.1267235,0.1284741,0.18020645,fonts
1,0.21725,0.0823,0.005755901,0.097573541,0.063789131,airchina
1,0.2172,0.0575,0.17766622,0.138239732,0.230956354,alibaba
1,0.2171,0.0823,0.09786689,0.122080134,0.151246823,eretrvip
0,0.2168,0.3516,0.23457122,0.160142732,0.279729854,etao
0,0.21675,0.1653,0.15291315,0.18162789,0.169679205,ocj
0,0.21665,0.2566,0.19938189,0.199869134,0.209377323,lemall
1,0.21635,0.1193,0.015820324,0.072252194,0.093814227,images-amazon
1,0.21625,0.2566,0.1855843,0.20887058,0.18651901,vmall
1,0.2159,0.0989,0.1691775,0.2441865,0.14095425,mi
0,0.21585,0.1653,0.13506576,0.148319456,0.173596032,meituan
1,0.2157,0.1088,0.15724036,0.184904216,0.171568252,12fou
0,0.2154,0.3516,0.1007185,0.1035911,0.16737295,wmapi
0,0.21515,0.0823,0.2207208,0.16259248,0.26097456,vip
0,0.21505,0.1088,0.19268528,0.234171168,0.174989696,mbaobao
0,0.2149,0.0989,0.091193676,0.110636206,0.150835573,crc03
1,0.2147,0.253,0.20230532,0.174303192,0.230743724,xmjdwl
0,0.2146,0.3516,0.16203237,0.166739422,0.190042659,ocj
0,0.2146,0.0823,0.10482094,0.185532564,0.110154658,ebuy
0,0.21435,0.1088,0.006636143,0.074821686,0.0801253,360buyimg
1,0.21425,0.253,0.11226398,0.185718388,0.118364786,meituan
0,0.21415,0.0989,0.1539852,0.16391112,0.18263964,feidee
1,0.2141,0.0989,0.53236943,0.458941658,0.396478601,taobao
1,0.21385,0.0823,0.009495825,0.147617495,0.028517078,yingqianla
0,0.21365,0.1653,0.269353,0.2599718,0.2429671,taobaocdn
0,0.2136,0.2566,0.09809151,0.164134906,0.117864057,taobaocdn
0,0.21345,0.1193,0.15113816,0.163802896,0.179026712,twohou
0,0.2132,0.3764,0.15785563,0.153473378,0.194348941,transrush
0,0.2132,0.2566,0.008660317,0.06307619,0.090572222,ocj
0,0.21295,0.253,0.093583554,0.170350132,0.107628488,ebaystatic
0,0.21285,0.3764,0.10710579,0.076903474,0.193204053,74rz
0,0.2127,0.1653,0.104530185,0.122758111,0.15576113,tbcdn
0,0.21195,0.0587,0.006328195,0.137556917,0.031279737,360buyimg
1,0.2118,0.0989,0.007967174,0.171340304,0.007737022,kuailevip
1,0.21175,0.3516,0.006732315,0.065119389,0.085952621,yunos
0,0.21175,0.1088,0.009914249,0.131508549,0.039819974,aliimg
0,0.2115,0.2566,0.16379032,0.194874192,0.169103224,alibaba
0,0.21105,0.3516,0.08498359,0.114670154,0.138358513,baconbuy
0,0.21105,0.1653,0.09079358,0.108916148,0.149355506,mallog
0,0.21,0.1653,0.20995727,0.200414362,0.217140089,360buyimg
0,0.2094,0.2566,0.012727231,0.108196339,0.059129062,alibaba
1,0.2093,0.2566,0.1294094,0.12660564,0.17944658,hnssyhbkj
0,0.20895,0.0587,0.009058982,0.139795389,0.030941287,feidee
0,0.20865,0.1653,0.15113816,0.197962896,0.150526712,etao
0,0.2086,0.0823,0.20395869,0.162135214,0.238111083,ebimall
0,0.20855,0.2566,0.101321995,0.073633197,0.186425397,lemall
0,0.2085,0.253,0.10175395,0.13273237,0.142567765,360buyimg
0,0.20835,0.0286,0.1770724,0.23092344,0.15545068,mi
0,0.20815,0.3764,0.007398754,0.030599252,0.110449128,ksmobile
1,0.20795,0.3516,0.12660009,0.109760054,0.188040063,vmall
0,0.20765,0.2566,0.10210574,0.074943444,0.185804018,tmall
0,0.2074,0.2566,0.09258619,0.135711714,0.129130333,xianhua
1,0.20735,0.3764,0.2032491,0.22594946,0.18868437,yhd
0,0.20695,0.1653,0.005290061,0.078614037,0.071293043,airchina
0,0.2065,0.0214,0.24472463,0.267994778,0.204337241,tbcdn
0,0.2065,0.731,0.007172436,0.036583462,0.104710705,alimama
0,0.2063,0.1088,0.007123083,0.04003385,0.101946158,vsco
0,0.20625,0.1653,0.005313605,0.044788163,0.096269524,mallog
0,0.20615,0.1653,0.14083645,0.14426187,0.177455515,haibao
1,0.2061,0.253,0.005592585,0.072795551,0.07549481,yhd
0,0.2061,0.253,0.00853312,0.136479872,0.031113184,images-amazon
0,0.20595,0.2566,0.009880543,0.098928326,0.06073638,bookmall
0,0.20595,0.3516,0.086015195,0.134649117,0.121500637,lemall
0,0.20595,0.0989,0.10378346,0.140750076,0.137358422,ebay
0,0.2059,0.3516,0.15560025,0.11476015,0.216410175,vmall
1,0.2058,0.731,0.37786984,0.376041904,0.275998888,images-amazon
0,0.20575,0.1193,0.014630467,0.02733828,0.119771327,taobaocdn
0,0.2057,0.1088,0.011331201,0.059398721,0.091901841,taobaocdn
0,0.2054,0.1653,0.006636143,0.065501686,0.0817453,njdapaidang
0,0.20515,0.3764,0.008758694,0.025535216,0.114011086,babytree
0,0.2051,0.3764,0.010515153,0.155309092,0.018670607,ebayimg
0,0.20505,0.253,0.14387506,0.144085036,0.180422542,meituan
0,0.20505,0.0267,0.24265853,0.259875118,0.207180971,wmapi
0,0.20495,0.1088,0.22280777,0.225884662,0.209785439,mi
0,0.2047,0.1088,0.098371476,0.095742886,0.164140033,hc360
1,0.20465,0.2566,0.18831447,0.235388682,0.162810129,rong360
0,0.20455,0.1653,0.09164634,0.096307804,0.155892438,yihaodianimg
0,0.20455,0.0989,0.013270497,0.085242298,0.074059348,alibaba
0,0.2044,0.3764,0.09347126,0.183682756,0.092369882,blizzard
0,0.20415,0.1653,0.09488839,0.119093034,0.142291873,vmall
0,0.2039,0.0587,0.010305643,0.033783386,0.10885395,hl
0,0.20375,0.253,0.13943401,0.147740406,0.171793807,taobaocdn
1,0.20325,0.3516,0.09062466,0.160814796,0.105557262,vipva
1,0.20305,0.0823,0.17965835,0.17795501,0.194970845,jinshavip222
0,0.20305,0.1193,0.15069813,0.179858878,0.160238691,bimaivip
0,0.2029,0.1088,0.11352047,0.086272282,0.187584329,ocj
1,0.20285,0.0989,0.100610524,0.169126314,0.110567367,ocj
0,0.20275,0.0138,0.007952213,0.033011328,0.106036549,ksmobile
0,0.2026,0.253,0.099933475,0.136200085,0.134333433,airchina
0,0.2026,0.1653,0.010791034,0.05583462,0.092093724,74rz
0,0.2025,0.1653,0.21331316,0.160947896,0.246099212,taobao
1,0.2024,0.3516,0.13420105,0.16600063,0.151270735,scene7
0,0.20215,0.3516,0.17447472,0.176964832,0.189212304,ksmobile
0,0.20215,0.1653,0.08805859,0.110115154,0.139971013,vmall
0,0.20205,0.253,0.009825319,0.157655191,0.014287723,dangdang
0,0.20205,0.1088,0.12688234,0.079209404,0.207737638,ebaystatic
0,0.202,0.3764,0.008891046,0.059414628,0.086863732,vmall
0,0.202,0.2566,0.44862732,0.271896392,0.433199124,vip
1,0.20165,0.2566,0.0992758,0.18392548,0.09721306,tmall
0,0.20165,0.2566,0.1505161,0.12378966,0.20124127,ymvip1005
0,0.20165,0.253,0.010682404,0.080169442,0.073147683,gameloft
0,0.2014,0.2566,0.006558716,0.04801523,0.092371101,dangdang
0,0.20125,0.3516,0.16824093,0.251944558,0.125268651,vizury
0,0.2011,0.253,0.15526041,0.134596246,0.198262287,ebay
0,0.201,0.0989,0.09515026,0.156810156,0.112415182,ymvip2002
0,0.2007,0.1193,0.008643299,0.072105979,0.076280309,babytree
0,0.2006,0.3764,0.12660009,0.114520054,0.180060063,yunos
0,0.2005,0.0989,0.09204462,0.158506772,0.107271234,ksmobile
1,0.20045,0.1653,0.09098786,0.118712716,0.135871502,alibaba
0,0.2004,0.1653,0.15069813,0.144658878,0.185048691,alimama
0,0.20015,0.1653,0.18236032,0.112456192,0.245462224,jd
0,0.1999,0.731,0.008498609,0.109459165,0.047619026,myshopify
0,0.19985,0.0823,0.23995194,0.251331164,0.207356358,mi
0,0.19965,0.3764,0.100654036,0.087352422,0.170027825,ebimall
0,0.19955,0.1193,0.16495657,0.165493942,0.185309599,ksmobile
0,0.19915,0.1653,0.008667946,0.037240768,0.101527562,ksmobile
0,0.1988,0.0281,0.008010536,0.133726322,0.028197375,ebuy
1,0.1986,0.1653,0.2631293,0.22819758,0.25061051,amazon
0,0.19855,0.253,0.11677638,0.177425828,0.120353466,suning
0,0.1984,0.0989,0.007020742,0.106572445,0.047184519,ebayrtm
0,0.19825,0.1193,0.16600642,0.147683852,0.199094494,yueus
1,0.1982,0.253,0.13878164,0.123188984,0.186127148,yunos
0,0.1976,0.0209,0.089776754,0.054866052,0.180653728,viphema
1,0.1975,0.1193,0.010487706,0.099372624,0.056031394,myshopify
0,0.1971,0.2566,0.010515153,0.093309092,0.060370607,njdapaidang
0,0.19705,0.2566,0.006048799,0.091629279,0.056464159,hc360
0,0.19705,0.0989,0.1630246,0.09813476,0.23210722,images-amazon
0,0.1968,0.0257,0.14733219,0.198319314,0.138772533,yhd
0,0.19655,0.1653,0.007780373,0.039388224,0.097336261,vmall
0,0.19655,0.1088,0.092499614,0.126299768,0.12957973,mi
1,0.19595,0.2566,0.08498359,0.149270154,0.103348513,alibaba
1,0.1955,0.0989,0.010791034,0.10775462,0.048893724,jd
1,0.19505,0.1088,0.011730462,0.067878277,0.079611323,ocj
0,0.19485,0.2566,0.1698448,0.18126688,0.17628136,vmall
0,0.19475,0.1193,0.008180082,0.015548049,0.114596057,mi
0,0.1947,0.1193,0.26870853,0.265745118,0.226525971,ocj
0,0.19465,0.1193,0.16827866,0.101567196,0.234135062,vip
0,0.19435,0.2566,0.095021546,0.134092928,0.125315082,zqvip2
0,0.1943,0.1193,0.09140393,0.154322358,0.105952751,dreamstime
0,0.1943,0.3764,0.11069456,0.166896736,0.118706192,360buyimg
1,0.1941,0.253,0.14733219,0.176959314,0.153172533,vmall
0,0.19395,0.1653,0.08893177,0.108639062,0.137162239,sc
0,0.1938,0.1653,0.14190006,0.145020036,0.170700042,vip
0,0.1936,0.1193,0.007422298,0.060773379,0.079115609,alibaba
0,0.1936,0.0989,0.002792686,0.083515612,0.05673488,jd
1,0.19355,0.2566,0.096297055,0.118658233,0.137877939,sevhk
0,0.19345,0.1193,0.01480785,0.09168471,0.064335495,wmapi
0,0.1934,0.0587,0.14147422,0.129524532,0.181591954,vmall
0,0.19335,0.1653,0.012877703,0.086406622,0.066014392,vip
0,0.1931,0.3764,0.082955986,0.119293592,0.12178919,images-amazon
0,0.193,0.3764,0.09376511,0.114219066,0.137965577,vmall
1,0.19285,0.253,0.17145285,0.16699171,0.187636995,tmall
0,0.19275,0.1653,0.14190006,0.208540036,0.122430042,blizzard
0,0.1927,0.1653,0.010487706,0.034812624,0.101571394,ksmobile
0,0.1926,0.1088,0.11352047,0.083152282,0.183744329,tmall
0,0.1926,0.1088,0.097881705,0.078289023,0.169407194,dangdang
0,0.1925,0.0989,0.20367026,0.232962156,0.174999182,ksmobile
0,0.1924,0.0229,0.005894035,0.041096421,0.091395825,yihaodianimg
0,0.19225,0.0343,0.08671704,0.170070224,0.087521928,babytree
0,0.19215,0.0823,0.10879043,0.149994258,0.127903301,hc360
1,0.19205,0.3516,0.009873718,0.065684231,0.077321603,alimama
0,0.1919,0.3764,0.09641701,0.092810206,0.156411907,hnssyhbkj
0,0.1919,0.1193,0.15813145,0.16439887,0.173692015,rakuten
0,0.1918,0.1653,0.00638938,0.047833628,0.086552566,jumei
0,0.19165,0.0989,0.1505161,0.23066966,0.11508127,aliimg
0,0.1914,0.0989,0.013475001,0.148325001,0.019092501,steampowered
0,0.1914,0.1653,0.00853619,0.049881714,0.087245333,xplxpt
0,0.1913,0.1088,0.011194557,0.051996734,0.08865619,wmapi
0,0.1911,0.0823,0.12319794,0.180638764,0.120858558,alibaba
0,0.19105,0.0587,0.098371476,0.164342886,0.104500033,blizzard
0,0.19095,0.731,0.008293361,0.027976017,0.103125353,aliimg
1,0.1909,0.1193,0.109855056,0.102033034,0.164348539,suning
0,0.1907,0.1193,0.009723514,0.063554108,0.07793646,vizury
0,0.19065,0.1653,0.12792909,0.125637454,0.167280363,ebayimg
0,0.1906,0.0989,0.12680048,0.168400288,0.133880336,yhd
0,0.19055,0.2566,0.14733219,0.198999314,0.134512533,74rz
0,0.19055,0.1653,0.25431064,0.250066384,0.219237448,ksmobile
0,0.19035,0.253,0.11972362,0.210714172,0.093856534,xmjdwl
0,0.19,0.1088,0.1267235,0.1205141,0.16934645,jd
0,0.1899,0.1653,0.009673178,0.044843907,0.091431225,mi
1,0.18965,0.0989,0.113575876,0.170025526,0.116883113,aliimg
0,0.1896,0.3516,0.012490004,0.085574002,0.063943003,ocj
1,0.1894,0.0989,0.005711705,0.151467023,0.006608194,alibaba
0,0.18935,0.0989,0.007464945,0.077878967,0.063785462,ocj
0,0.1893,0.253,0.007973403,0.112544042,0.038341382,tbcdn
1,0.1891,0.2566,0.005259931,0.056195959,0.077361952,tbcdn
0,0.1891,0.1088,0.24579695,0.23927817,0.216667865,jumei
0,0.189,0.1193,0.09864822,0.087708932,0.161063754,suning
1,0.18895,0.1088,0.16115451,0.141532706,0.192548157,tbcdn
0,0.1885,0.1653,0.09736815,0.14422089,0.116907705,dangdang
0,0.18845,0.3516,0.09347126,0.098442756,0.146729882,meituan
0,0.1884,0.1653,0.13415611,0.194293666,0.121599277,u17
0,0.18835,0.0403,0.00495106,0.055690636,0.076935742,yhd
0,0.188,0.1088,0.006732315,0.070839389,0.067412621,groupon
0,0.18795,0.2566,0.009096444,0.080377866,0.062947511,blizzard
0,0.1877,0.1193,0.00958848,0.057353088,0.080631936,aliimg
0,0.1873,0.0823,0.009170026,0.121902016,0.031499018,images-amazon
0,0.1873,0.0575,0.009302378,0.095421427,0.051511665,alimama
0,0.18705,0.253,0.010428548,0.100177129,0.049089984,ebayrtm
0,0.18675,0.1653,0.25643322,0.184059932,0.268903254,ksmobile
0,0.18675,0.0587,0.00645569,0.089993414,0.051978983,yhd
0,0.18665,0.0587,0.014191598,0.099274959,0.053854119,atobo
0,0.18655,0.1088,0.09935242,0.136131452,0.124086694,ksmobile
0,0.18635,0.1193,0.007389695,0.060553817,0.074892787,images-amazon
0,0.18625,0.3764,0.19389868,0.141979208,0.228249076,aliimg
0,0.1861,0.0587,0.15724036,0.200024216,0.142468252,vip
1,0.18595,0.3516,0.005889565,0.036493739,0.090972696,yhd
0,0.1859,0.1653,0.13943401,0.137940406,0.168433807,tmall
0,0.18585,0.253,0.008774847,0.048464908,0.085252393,tbcdn
0,0.1858,0.0989,0.08956736,0.147300416,0.104007152,tmall
0,0.18575,0.1088,0.007997304,0.014518382,0.109758113,jd
0,0.1857,0.253,0.1362639,0.15331834,0.15313473,alibaba
1,0.18565,0.253,0.098053545,0.153152127,0.109287482,tmall
0,0.18555,0.3516,0.09493318,0.074879908,0.164343226,feidee
0,0.1853,0.1193,0.09888026,0.087808156,0.159036182,vmall
0,0.185,0.1653,0.006083757,0.065170254,0.06911863,bimaivip
0,0.18475,0.253,0.09078926,0.065193556,0.166362482,fonts
0,0.18475,0.1193,0.095754564,0.137492738,0.117848195,yhd
0,0.1847,0.1193,0.005756438,0.011293863,0.108969507,vmall
0,0.1846,0.3516,0.13420105,0.15840063,0.146290735,mallog
0,0.18455,0.0315,0.089298725,0.176699235,0.080899108,aliimg
0,0.18445,0.1653,0.009261429,0.070196857,0.068673,tbcdn
0,0.1844,0.0989,0.123576164,0.122385698,0.160963315,vip
0,0.1842,0.1193,0.09294501,0.071407006,0.163851507,ksmobile
0,0.1841,0.1088,0.25054097,0.217364582,0.235558679,suning
0,0.18405,0.1653,0.15918505,0.14995103,0.181029535,taobaocdn
0,0.1837,0.3516,0.0878441,0.16298646,0.08900087,blizzard
0,0.18365,0.1653,0.19301265,0.14024759,0.226968855,vmall
1,0.18345,0.253,0.37677592,0.271585552,0.339673144,steampowered
1,0.1834,0.2566,0.113575876,0.178505526,0.106773113,eretrvip
0,0.18335,0.3764,0.008668244,0.084880946,0.056317771,mizhuta
0,0.18335,0.3764,0.007607669,0.072244601,0.064575368,vmall
0,0.1833,0.1653,0.12559533,0.124717198,0.160876731,feidee
0,0.18295,0.1653,0.1912027,0.12608162,0.23509189,huiqituan
1,0.1829,0.1653,0.16980249,0.173561494,0.174841743,fonts
0,0.1824,0.0989,0.012094557,0.079136734,0.06399619,alibaba
0,0.18235,0.2566,0.14190006,0.125100036,0.178770042,mi
0,0.182,0.1088,0.010762602,0.103097561,0.044253821,mi
0,0.18195,0.253,0.09567976,0.168287856,0.092985832,ksmobile
0,0.1817,0.1653,0.011678249,0.013206949,0.112544774,mi
0,0.1816,0.0823,0.00958848,0.116593088,0.032541936,smaier
0,0.1816,0.2566,0.008120388,0.078792233,0.059204272,mallog
0,0.1816,0.253,0.008138657,0.062883194,0.07115706,babytree
0,0.18155,0.0989,0.16989881,0.197459286,0.156219167,surex
0,0.18155,0.253,0.14542425,0.11573455,0.189366975,alimama
0,0.1815,0.0343,0.105448306,0.186628984,0.090193814,alimama
0,0.18145,0.1088,0.005834669,0.023780801,0.097744268,onlinedown
0,0.181,0.253,0.009880543,0.080688326,0.05944638,mituannet
0,0.181,0.0343,0.009035915,0.073421549,0.063925141,smaier
0,0.18075,0.1653,0.00850156,0.034340936,0.092471092,taobaocdn
0,0.1807,0.253,0.13332647,0.095715882,0.189958529,vsco
0,0.18055,0.1653,0.09927741,0.084566446,0.159074187,taobao
0,0.18025,0.0823,0.17836651,0.197499906,0.165146557,xbike
0,0.18025,0.0123,0.17694733,0.116008398,0.224633131,etao
0,0.1802,0.3516,0.15982485,0.16149491,0.170797395,tbcdn
0,0.1802,0.1653,0.14118484,0.166830904,0.145359388,alibaba
0,0.1802,0.0823,0.010719717,0.06995183,0.067983802,yhd
0,0.18,0.1653,0.09508398,0.148090388,0.106278786,mallog
0,0.1799,0.1193,0.2047984,0.24123904,0.16252888,meituan
0,0.17985,0.2566,0.1502214,0.13345284,0.18057498,ttgv
0,0.17985,0.1088,0.17611864,0.151271184,0.196993048,ksmobile
0,0.1797,0.3516,0.09659019,0.071954114,0.164933133,scene7
1,0.1796,0.1193,0.11350602,0.139863612,0.133394214,amazon
1,0.17925,0.1088,0.26870853,0.206345118,0.261805971,yihaodianimg
0,0.17925,0.2566,0.005477488,0.111446493,0.030264242,74rz
0,0.17915,0.1653,0.007607669,0.026084601,0.096675368,airchina
0,0.17915,0.0343,0.09768161,0.147848966,0.108937127,wmapi
0,0.1791,0.1088,0.103583425,0.125870055,0.132178398,aliimg
0,0.179,0.1653,0.12596893,0.121181358,0.161378251,rong360
0,0.17895,0.2566,0.090236336,0.090581802,0.143205435,xmjdwl
0,0.17885,0.0989,0.008269548,0.097401729,0.043768684,dangdang
0,0.1786,0.1193,0.1883069,0.17870414,0.18968483,wmapi
1,0.1785,0.2566,0.18809152,0.224214912,0.155244064,amazon
0,0.1785,0.0989,0.09641701,0.104090206,0.139911907,aliimg
1,0.17845,0.3764,0.24265853,0.195235118,0.239700971,amazon
0,0.17845,0.1088,0.13420105,0.08100063,0.200650735,taobaocdn
1,0.17835,0.1088,0.14190006,0.139620036,0.165480042,hnssyhbkj
1,0.1783,0.1193,0.17819321,0.183875926,0.173995247,rong360
0,0.17825,0.0823,0.10251677,0.170390062,0.097051739,feidee
0,0.1782,0.0989,0.12296817,0.189700902,0.106057719,scene7
1,0.1781,0.1193,0.10300532,0.109203192,0.143413724,api
0,0.17795,0.1193,0.09240636,0.160523816,0.092644452,huiqituan
0,0.1775,0.0575,0.1438275,0.1308965,0.17372925,babytree
0,0.1773,0.3516,0.1462242,0.13069452,0.17651694,wmapi
0,0.1773,0.2566,0.021909118,0.131185471,0.033186383,suning
1,0.1771,0.1088,0.005884022,0.059930413,0.068078815,surex
1,0.1771,0.1653,0.00491637,0.093789822,0.041571459,tmall
0,0.17705,0.0823,0.09303594,0.155421564,0.096655158,yihaodianimg
1,0.177,0.1193,0.4087424,0.30404544,0.34821968,smaier
1,0.17685,0.3764,0.16687736,0.151486416,0.184404152,vip
0,0.1767,0.0592,0.009966373,0.107219824,0.037066461,gome
0,0.1766,0.0989,0.18446651,0.199599906,0.168396557,yunos
1,0.1765,0.0989,0.09515026,0.170650156,0.087335182,njdapaidang
0,0.1765,0.0575,0.18951169,0.166907014,0.198658183,airchina
0,0.1765,0.253,0.012490004,0.133494002,0.020143003,dangdang
0,0.17645,0.1653,0.12216452,0.134178712,0.145725164,jd
1,0.1763,0.1653,0.093625784,0.08769547,0.147678049,kindlymall
0,0.17615,0.1193,0.012805074,0.071403044,0.066863552,alimama
0,0.1761,0.3764,0.12596893,0.139701358,0.145748251,babytree
0,0.17605,0.1088,0.19479898,0.122199388,0.237999286,images-amazon
0,0.17595,0.0587,0.007401139,0.117400683,0.026030797,feidee
0,0.1759,0.0575,0.009228617,0.08225717,0.054460032,xmjdwl
0,0.17575,0.0989,0.007783413,0.094070048,0.043848389,scene7
0,0.1757,0.1193,0.00958848,0.075153088,0.060081936,vip
0,0.17565,0.3516,0.007307589,0.015624553,0.102075312,xmjdwl
0,0.1756,0.1193,0.005711705,0.048467023,0.075578194,alibaba
0,0.1755,0.253,0.18517596,0.182785576,0.181163172,meituan
0,0.17525,0.1653,0.009566635,0.038499981,0.087276645,alimama
0,0.1752,0.047,0.011292338,0.033135403,0.093254637,jumei
0,0.17515,0.0587,0.012586772,0.055632063,0.07784074,feidee
0,0.17505,0.3516,0.012094557,0.028056734,0.09789619,ttgv
0,0.1747,0.1088,0.08798638,0.111751828,0.122190466,alibaba
1,0.1745,0.0989,0.08448219,0.135809314,0.099997533,meituan
0,0.1745,0.0989,0.011678249,0.094326949,0.047384774,scene7
0,0.1745,0.1088,0.007580996,0.075228598,0.056996697,yingqianla
1,0.1744,0.1653,0.012805074,0.051483044,0.080753552,ocj
1,0.1743,0.0575,0.24975201,0.272051206,0.187756407,hc360
0,0.17425,0.0575,0.007941216,0.08868473,0.047168851,yihaodianimg
0,0.17395,0.0989,0.16980249,0.111881494,0.215731743,mi
0,0.17385,0.3516,0.18891925,0.24367155,0.138813475,360buyimg
